ArrayExpress_Sex_s	ArrayExpress_Species_s	ArrayExpress_StrainOrLine_s	AssemblyName_s	AvgSpotLen_l	BioSample_s	Center_Name_s	Experiment_s	InsertSize_l	Instrument_s	LibraryLayout_s	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	Organism_s	ReleaseDate_s	Run_s	SRA_Sample_s	Sample_Description_s	Sample_Name_s	Strain_s	sample_description_s	strain_s	Assay_Type_s	BioProject_s	Consent_s	LibrarySelection_s	LibrarySource_s	Platform_s	SRA_Study_s
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708068	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	416	Mus musculus	2015-02-21	ERR764787	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708069	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	402	Mus musculus	2015-02-21	ERR764788	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708070	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	397	Mus musculus	2015-02-21	ERR764789	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708071	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	398	Mus musculus	2015-02-21	ERR764790	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708072	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	398	Mus musculus	2015-02-21	ERR764791	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708073	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	399	Mus musculus	2015-02-21	ERR764792	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708074	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	401	Mus musculus	2015-02-21	ERR764793	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708075	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	403	Mus musculus	2015-02-21	ERR764794	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708076	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	408	Mus musculus	2015-02-21	ERR764795	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708077	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	410	Mus musculus	2015-02-21	ERR764796	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708078	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	412	Mus musculus	2015-02-21	ERR764797	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708079	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	413	Mus musculus	2015-02-21	ERR764798	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708080	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	413	Mus musculus	2015-02-21	ERR764799	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708081	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	401	Mus musculus	2015-02-21	ERR764800	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708082	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	397	Mus musculus	2015-02-21	ERR764801	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708083	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	399	Mus musculus	2015-02-21	ERR764802	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708084	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	400	Mus musculus	2015-02-21	ERR764803	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708085	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	401	Mus musculus	2015-02-21	ERR764804	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708086	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	404	Mus musculus	2015-02-21	ERR764805	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708087	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	405	Mus musculus	2015-02-21	ERR764806	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708088	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	413	Mus musculus	2015-02-21	ERR764807	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708089	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	416	Mus musculus	2015-02-21	ERR764808	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708090	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	422	Mus musculus	2015-02-21	ERR764809	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708091	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	423	Mus musculus	2015-02-21	ERR764810	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708092	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	400	Mus musculus	2015-02-21	ERR764811	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708093	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	399	Mus musculus	2015-02-21	ERR764812	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708094	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	399	Mus musculus	2015-02-21	ERR764813	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708095	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	402	Mus musculus	2015-02-21	ERR764814	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708096	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	402	Mus musculus	2015-02-21	ERR764815	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708097	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	403	Mus musculus	2015-02-21	ERR764816	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708098	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	405	Mus musculus	2015-02-21	ERR764817	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708099	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	410	Mus musculus	2015-02-21	ERR764818	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708100	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	412	Mus musculus	2015-02-21	ERR764819	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708101	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	417	Mus musculus	2015-02-21	ERR764820	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708102	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	417	Mus musculus	2015-02-21	ERR764821	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708103	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	402	Mus musculus	2015-02-21	ERR764822	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708104	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	402	Mus musculus	2015-02-21	ERR764823	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708105	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	403	Mus musculus	2015-02-21	ERR764824	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708106	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	404	Mus musculus	2015-02-21	ERR764825	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708107	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	405	Mus musculus	2015-02-21	ERR764826	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708108	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	406	Mus musculus	2015-02-21	ERR764827	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708109	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	408	Mus musculus	2015-02-21	ERR764828	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708110	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	415	Mus musculus	2015-02-21	ERR764829	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708111	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	420	Mus musculus	2015-02-21	ERR764830	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708112	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	428	Mus musculus	2015-02-21	ERR764831	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708113	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	427	Mus musculus	2015-02-21	ERR764832	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708114	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	432	Mus musculus	2015-02-21	ERR764833	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708115	250	Illumina HiSeq 2000	PAIRED		2016-02-25	7	5	Mus musculus	2015-02-21	ERR764834	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708116	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	388	Mus musculus	2015-02-21	ERR764835	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708117	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	389	Mus musculus	2015-02-21	ERR764836	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708118	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	393	Mus musculus	2015-02-21	ERR764837	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708119	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	391	Mus musculus	2015-02-21	ERR764838	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708120	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	396	Mus musculus	2015-02-21	ERR764839	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708121	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	398	Mus musculus	2015-02-21	ERR764840	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	ST_bJ	GCF_000001635.20	202	SAMEA3257421	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX708122	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	401	Mus musculus	2015-02-21	ERR764841	ERS661335		ST_bJ-sc-2231314		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	ST_bJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
